Year,NAME,GEOID,PercentUnder18,PercentOver65,PercentAsian,PercentBlack,PercentWhite,PercentHispanic,PercentOther,PercentDroveMoreThan20Minutes,PercentHighSchoolDiploma,PercentAdultsWithAtLeastBachelors,PercentPrivateSchool,PercentDroveAlone,PercentVeteran,PercentEmployed,PercentInternetAccess,PercentVacant,PercentOccupied,PercentOwnerOccupied,PercentNoVehicle
2021,"Census Tract 9201, Anson County, North Carolina",37007920100,25.08394895903291,16.05104096709201,0.0,49.05977165883143,40.295500335795836,4.969778374748153,5.67494963062458,63.952333664349545,85.85666824869482,9.587090650213574,8.925318761384334,95.72989076464746,14.657104437471984,93.09462915601023,65.69630212431157,15.939153439153438,84.06084656084656,75.45239968528718,9.04799370574351
2021,"Census Tract 9202, Anson County, North Carolina",37007920200,16.964800923254472,23.312175418349682,0.0,41.719561454125795,57.18407386035776,0.3462204270051933,0.7501442585112521,51.34228187919463,82.60200153964588,14.24172440338722,0.0,85.4586129753915,2.432244614315497,97.74193548387096,82.19749652294854,15.411764705882353,84.58823529411764,72.60083449235049,3.616133518776078
2021,"Census Tract 9203.01, Anson County, North Carolina",37007920301,21.633205504173247,20.550417324610873,0.0,24.069478908188586,64.1551996390706,7.714865779381909,4.0604556733588995,63.05496828752643,78.25533269659344,8.468640560331105,13.189771197846568,89.69344608879493,5.958549222797927,96.38848218643241,64.10557184750733,13.275686673448629,86.72431332655137,77.5366568914956,3.225806451612903
2021,"Census Tract 9203.02, Anson County, North Carolina",37007920302,9.544468546637743,12.147505422993492,0.0,28.199566160520607,67.24511930585683,4.55531453362256,0.0,80.48780487804879,93.11224489795919,4.591836734693878,0.0,100.0,4.545454545454546,93.59756097560977,83.56164383561644,0.0,100.0,82.87671232876713,0.0
2021,"Census Tract 9204, Anson County, North Carolina",37007920400,28.732292045041774,12.967671630948058,0.0,73.81038866690882,24.046494733018527,0.0,2.143116600072648,36.182336182336186,91.66127989657402,14.350355526826114,0.0,56.88509021842355,5.861365953109073,89.91935483870968,49.21875,20.86553323029366,79.13446676970634,49.31640625,17.08984375
2021,"Census Tract 9205.01, Anson County, North Carolina",37007920501,27.765726681127983,9.97830802603037,0.0,66.26898047722342,26.35574837310195,7.37527114967462,0.0,46.27906976744186,66.56394453004623,21.263482280431433,0.0,77.90697674418605,1.951951951951952,100.0,68.46153846153847,0.0,100.0,67.94871794871796,0.0
2021,"Census Tract 9205.02, Anson County, North Carolina",37007920502,18.219272144655527,26.8711375600824,1.373311970702678,61.70748455024033,36.758983749141684,0.0,0.16021972991531241,53.78048780487805,81.5829996920234,14.875269479519556,11.627906976744185,94.14634146341463,8.648194794290513,88.59429714857428,67.75147928994083,16.419386745796242,83.58061325420377,61.12426035502958,8.875739644970414
2021,"Census Tract 9206, Anson County, North Carolina",37007920600,21.33100842778262,19.122348154606218,3.4292356873002037,40.453356582388835,44.696309212438244,9.38680616099971,2.034292356873002,49.83299933199733,87.0140612076096,13.192721257237386,10.891089108910892,73.61389445557782,9.974141115626155,89.10776361529548,56.89415041782729,22.252301028695182,77.74769897130483,70.26462395543176,5.083565459610028
2021,"Census Tract 9800, Anson County, North Carolina",37007980000,0.0,4.6995377503852085,2.0801232665639446,48.69029275808937,40.75500770416024,3.0816640986132513,5.3929121725731894,,74.06483790523691,3.99002493765586,0.0,,6.086286594761171,,,,,,
2021,"Census Tract 405.01, Cabarrus County, North Carolina",37025040501,29.89886972040452,10.41046995835812,0.0,38.07257584770969,39.1076740035693,16.906603212373586,5.913146936347412,63.97908640616401,90.70397111913357,16.08303249097473,3.917378917378917,91.35938359933957,6.042090970807875,93.7979251240415,71.4813295034879,14.190140845070424,85.80985915492958,72.09684037751333,4.677882642593353
2021,"Census Tract 405.02, Cabarrus County, North Carolina",37025040502,26.27526467757459,13.58678216233558,0.0,9.73692653192172,73.51620147577799,14.886108437600257,1.860763554700032,63.594113090627424,84.58194835080542,31.24520582971107,5.7706355003652305,86.94810224632067,3.91644908616188,88.35877862595419,83.30324909747291,3.8194444444444446,96.18055555555556,63.1768953068592,3.068592057761733
2021,"Census Tract 406, Cabarrus County, North Carolina",37025040600,14.094083057699375,24.310915104740904,0.0,8.103638368246969,85.92429253950753,1.470047776552738,4.50202131569276,51.741293532338304,96.23420796890184,21.234207968901845,7.335907335907336,85.64867967853043,3.935828877005348,99.29725931131412,72.35587834770767,17.055722891566266,82.94427710843374,79.3009532455742,2.905129369042215
