area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,All Wired and Licensed Fixed Wireless,0.736526946,0.365269461,0.323353293,0.101796407,0.101796407,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,Copper,0.113772455,0.041916168,0,0,0,0.000000000
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,Copper,0.113772455,0.041916168,0.000000000,0,0,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,Cable/Fiber,0.898203593,0.898203593,0.898203593,0.898203593,0.898203593,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,Cable/Fiber,0.101796407,0.101796407,0.101796407,0.101796407,0.101796407,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,Cable,0.898203593,0.898203593,0.898203593,0.898203593,0.898203593,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,Cable,0.101796407,0.101796407,0.101796407,0.101796407,0.101796407,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,All Fixed Wireless,0.754491018,0.592814371,0.592814371,0.053892216,0,0.000000000
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,All Fixed Wireless,0.808383234,0.652694611,0.652694611,0,0,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,Unlicensed Fixed Wireless,0.538922156,0.538922156,0.538922156,0,0,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,Unlicensed Fixed Wireless,0.538922156,0.538922156,0.538922156,0,0,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,Licensed Fixed Wireless,0.598802395,0.227544910,0.227544910,0.053892216,0.000000000,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,Licensed Fixed Wireless,0.712574850,0.329341317,0.323353293,0,0.000000000,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,3744160,Mooresboro,"Mooresboro, NC",167,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.970330894,0.599188673
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.548281896,0.503698696
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,All Wired,0.998289850,0.998170538,0.997494432,0.996420617,0.970330894,0.599188673
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,All Wired,0.971046771,0.970967229,0.965876551,0.956053134,0.548281896,0.503698696
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Any Terrestrial,0.999403436,0.999284123,0.998767101,0.997494432,0.970330894,0.599188673
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Any Terrestrial,0.997613745,0.990852689,0.983733694,0.968063952,0.548281896,0.503698696
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,All Wired and Licensed Fixed Wireless,0.999403436,0.999284123,0.998767101,0.997494432,0.970330894,0.599188673
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,All Wired and Licensed Fixed Wireless,0.997613745,0.990852689,0.983733694,0.968063952,0.548281896,0.503698696
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Copper,0.657970092,0.651885142,0.524300032,0.327314668,0,0.000000000
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Copper,0.657970092,0.651885142,0.524300032,0.327314668,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Cable/Fiber,0.994790010,0.994790010,0.994790010,0.994790010,0.970330894,0.599188673
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Cable/Fiber,0.946150175,0.946150175,0.946150175,0.946150175,0.548281896,0.503698696
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Cable,0.929883869,0.929883869,0.929883869,0.929883869,0.606665606,0.000000000
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Cable,0.720649061,0.720649061,0.720649061,0.720649061,0.116131085,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Fiber,0.686923322,0.686923322,0.686923322,0.686923322,0.686923322,0.599188673
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Fiber,0.513999364,0.513999364,0.513999364,0.513999364,0.513999364,0.503698696
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,All Fixed Wireless,0.801980592,0.614818645,0.614818645,0.500238626,0.000000000,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,All Fixed Wireless,0.863585746,0.607500795,0.545855870,0.315661788,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Licensed Fixed Wireless,0.801980592,0.614818645,0.614818645,0.500238626,0.000000000,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Licensed Fixed Wireless,0.863585746,0.607500795,0.545855870,0.315661788,0.000000000,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,3744220,Mooresville,"Mooresville, NC",25144,B,Other,0,0,0,0,0.000000000,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.955161627,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.331595412,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,All Wired,0.965589155,0.955161627,0.955161627,0.955161627,0.955161627,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,All Wired,0.662148071,0.331595412,0.331595412,0.331595412,0.331595412,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.955161627,0.955161627,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.333680918,0.331595412,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.955161627,0.955161627,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.333680918,0.331595412,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Copper,0.461939520,0.000000000,0,0,0,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Copper,0.461939520,0,0,0,0,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Cable/Fiber,0.955161627,0.955161627,0.955161627,0.955161627,0.955161627,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Cable/Fiber,0.331595412,0.331595412,0.331595412,0.331595412,0.331595412,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Cable,0.923879041,0.923879041,0.923879041,0.923879041,0.923879041,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Cable,0.084462982,0.084462982,0.084462982,0.084462982,0.084462982,0.000000000
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Fiber,0.291970803,0.291970803,0.291970803,0.291970803,0.291970803,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Fiber,0.291970803,0.291970803,0.291970803,0.291970803,0.291970803,0.291970803
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.003128259,0,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.003128259,0.000000000,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Unlicensed Fixed Wireless,0.851929093,0.851929093,0.851929093,0,0.000000000,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Unlicensed Fixed Wireless,0.851929093,0.851929093,0.851929093,0,0,0.000000000
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.003128259,0,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.003128259,0,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,3744280,Moravian Falls,"Moravian Falls, NC",959,B,Other,0,0,0,0,0.000000000,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.901193317,0.301909308
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.692601432,0.305250597
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,All Wired,0.954534606,0.946062053,0.940811456,0.901431981,0.901193317,0.301909308
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,All Wired,0.849761337,0.812887828,0.738186158,0.696300716,0.692601432,0.305250597
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Any Terrestrial,0.966587112,0.958114558,0.953460621,0.918257757,0.901193317,0.301909308
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Any Terrestrial,0.984367542,0.979832936,0.970525060,0.843317422,0.692601432,0.305250597
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,All Wired and Licensed Fixed Wireless,0.966587112,0.958114558,0.953460621,0.918257757,0.901193317,0.301909308
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,All Wired and Licensed Fixed Wireless,0.984367542,0.979832936,0.970525060,0.843317422,0.692601432,0.305250597
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Copper,0.278042959,0.194868735,0.111455847,0,0,0.000000000
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Copper,0.278042959,0.194868735,0.111455847,0,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Cable/Fiber,0.902625298,0.902147971,0.901431981,0.901431981,0.901193317,0.301909308
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Cable/Fiber,0.700238663,0.698687351,0.696300716,0.696300716,0.692601432,0.305250597
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Cable,0.861694511,0.861694511,0.861694511,0.861694511,0.861694511,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Cable,0.326491647,0.326491647,0.326491647,0.326491647,0.326491647,0.000000000
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Fiber,0.397613365,0.393436754,0.389379475,0.389379475,0.385322196,0.301909308
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Fiber,0.440334129,0.436634845,0.432577566,0.432577566,0.428639618,0.305250597
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,All Fixed Wireless,0.784964200,0.775298329,0.775298329,0.636992840,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,All Fixed Wireless,0.951909308,0.923508353,0.915632458,0.675059666,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Licensed Fixed Wireless,0.784964200,0.775298329,0.775298329,0.636992840,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Licensed Fixed Wireless,0.951909308,0.923508353,0.915632458,0.675059666,0.000000000,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,3744320,Morehead City,"Morehead City, NC",8380,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.778918279,0.703316226
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.512238452,0.423904461
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,All Wired,0.914133439,0.870114489,0.813857086,0.791650217,0.778918279,0.703316226
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,All Wired,0.861626530,0.736379787,0.669857876,0.536221871,0.512238452,0.423904461
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Any Terrestrial,0.999506514,0.999309120,0.998322148,0.862613502,0.778918279,0.703316226
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,Any Terrestrial,0.999901303,0.999802606,0.998322148,0.718712989,0.512238452,0.423904461
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,All Wired and Licensed Fixed Wireless,0.998322148,0.998026056,0.998026056,0.862613502,0.778918279,0.703316226
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,All Wired and Licensed Fixed Wireless,0.998914331,0.998519542,0.998223450,0.718712989,0.512238452,0.423904461
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Copper,0.785234899,0.513126727,0.273884722,0.037702329,0.000000000,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,Copper,0.785234899,0.513126727,0.273884722,0.037702329,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Cable/Fiber,0.778918279,0.778918279,0.778918279,0.778918279,0.778918279,0.703316226
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,Cable/Fiber,0.512238452,0.512238452,0.512238452,0.512238452,0.512238452,0.423904461
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Cable,0.731543624,0.731543624,0.731543624,0.731543624,0.731543624,0.647256218
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,Cable,0.168574812,0.168574812,0.168574812,0.168574812,0.168574812,0.083201737
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Fiber,0.342775365,0.342775365,0.342775365,0.342775365,0.342775365,0.323134623
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,Fiber,0.391038295,0.391038295,0.391038295,0.391038295,0.391038295,0.370706672
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,All Fixed Wireless,0.995459929,0.992696407,0.983024082,0.432491117,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,All Fixed Wireless,0.997631267,0.994374260,0.985886301,0.431208054,0,0.000000000
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Unlicensed Fixed Wireless,0.765298066,0.765298066,0.522601658,0,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,B,Unlicensed Fixed Wireless,0.765298066,0.765298066,0.522601658,0,0,0
Total,Census Place,3744400,Morganton,"Morganton, NC",10132,R,Licensed Fixed Wireless,0.985787604,0.982431899,0.982431899,0.432491117,0,0
